4000,12,amount,customer,card
      9463,     42910,     21890,     26445,      6620,     40344,      7995,      7668,     37352,     45497,     46307,     26057,         4
     21704,     33578,     26445,      1849,     25395,     49280,     34255,     23480,     12545,     10650,     13466,     42716,         4
      1091,     37051,     23596,     12959,     49775,      6013,     20048,      7556,     30327,     16288,     29791,     43300,         4
      2567,     32104,      9016,     44679,     23321,     35315,      4136,     23419,     16730,      9317,     42841,     12109,         4
     14692,     49887,      3942,     48378,     18291,     22380,     32811,      1137,     22360,     17722,     44953,     14326,         4
     12805,     43904,     49707,     12992,     47862,     40815,     25373,      9114,     49488,     38787,      7725,     29066,         4
     27643,     40912,     27821,     36814,     21891,     10983,      7716,      5407,     42922,     27512,     18860,     14689,         4
     14820,      6541,     43816,      5786,     39163,     43147,     29598,     22723,      1618,       512,     47175,     40640,         4
     40589,     17475,     39969,      4103,     44834,     33593,     22914,     26366,     26541,     31739,     45428,     15022,         4
     49565,     27015,     19380,     13998,     14343,     18828,     43440,     17043,     40119,     21200,     46531,     26482,         4
     38773,      4059,     48514,     13533,      3497,     14847,      7934,     46137,     35446,     14200,      6572,     16992,         4
     13079,      2005,     11974,     35627,     38630,     30097,     30150,      3789,      7330,     47390,     35088,     45605,         4
      5096,     18512,      4563,      4861,     38542,     39277,     22521,     49709,     38257,     23906,       574,     13294,         4
     49372,     23025,      9448,     19709,      1758,     20027,     25684,     32302,     49150,     24003,      4711,      7086,         4
     13244,     48396,      4548,     39042,     43778,     28543,      9408,     47806,     13372,     41729,     49933,     16281,         4
     13194,      4189,     15687,      6230,     47378,     13080,     27155,     39764,     20447,     10580,     37149,     24656,         4
     10218,     33481,     32467,     35396,      8039,      9265,     30273,     41715,     28077,     11600,     49325,     17193,         4
     36096,     22470,     10018,     40565,     14113,     40558,     33837,     48027,     39360,      6869,     36074,     37462,         4
     35896,     15387,     23271,     27241,     35547,     44364,     37889,     40278,      6870,     13117,     48809,     10683,         4
      6288,     41351,     25651,     38195,     49365,     14877,      8014,     42034,     44469,     26343,     25086,     47977,         4
      1208,     46592,     17155,     11218,     37562,     46702,     40595,     29052,     30870,     49911,      7724,      8881,         4
     30514,     44644,     14281,     30376,     30437,     34228,     42655,     11331,     41549,     39983,     33535,     34107,         4
     15172,     17993,     12800,     20876,     22763,     32328,     39381,     18764,     44910,     36163,      3717,      7732,         4
     40075,      5391,     47997,      2377,     36850,     10285,     28747,      2423,     30545,     42979,     46112,     13361,         4
     16805,       435,     11711,      3393,     49262,     29916,      2227,     31986,     43221,     33018,     30461,     28854,         4
     15270,     14276,      3436,     27483,     41691,     18916,     43870,     13992,     27831,     43170,     41607,      6398,         4
      3562,     35759,     17923,     21151,     11988,     33750,      6947,     35983,     26549,     44553,     19553,     47304,         4
     31346,     40287,     42732,     16208,     40635,     35204,     14418,     25974,     42527,     22599,     13123,      1861,         4
     13019,     14261,     33029,     16402,     38826,     46621,     22754,     12312,     11663,     10519,     26039,      4332,         4
     24297,     19251,     24862,     26247,     43506,     18202,     24885,      1679,     41333,     24860,     37549,     36975,         4
     18501,     20269,     21508,     22592,     11982,     31584,     34700,     32182,     24598,     16715,      7311,     29620,         4
     23996,     34398,     29367,      2020,     45097,     12999,     17922,     22376,     29015,     26125,     30497,     35827,         4
     11253,     11907,     21800,     26933,     26064,     37767,      2939,     36326,     14429,     45357,     40949,     24783,         4
     42085,     10999,     40410,     17755,     29995,     25328,      3292,     32051,     11698,      2543,     24396,     49280,         4
      2800,     29918,     16195,     30663,     32477,     43054,     47457,     26861,      8536,      5621,     13577,      2204,         4
     35108,     22662,     34459,     15091,     40342,     29719,     41251,     38418,      6061,     37093,      8666,     33635,         4
     49788,     43906,     23935,     20496,     13815,     37635,     35845,      2037,     47051,     32889,     31546,      4260,         4
     25411,      1152,     10686,     29153,     31958,      3434,     49814,     29525,     47509,     35163,     25305,     37054,         4
     21411,     16417,      5658,     37247,     31495,     28087,     13053,     40663,      9806,     41818,     10239,     13475,         4
      3682,      9414,     18963,     15304,      7968,     13267,     12294,     38488,      1253,     27304,     31740,     20849,         4
     33417,     15466,     49988,     46424,      2450,     22489,      1274,     32363,     28932,       665,     24965,     47853,         4
     42334,     46845,     18487,     46001,     29619,     18404,     12690,      2894,      8900,        80,      2662,     42384,         4
     41111,     18933,     14812,      4907,     24485,      6964,     24589,     49083,      2876,     25356,     32197,      9005,         4
     40059,     36107,      3885,     15481,     13531,     28640,     45597,     26748,      1007,     10760,     40972,      7846,         4
     19050,     13413,     14743,     40161,     38775,     40391,      3455,     34640,      6988,     31703,     13445,     39440,         4
      7239,     41503,      5025,     37507,     15558,     40877,      3035,     46381,     43235,     40360,     15775,     18171,         4
     19537,      3439,     35557,     12470,     41877,     44179,     39203,     32006,     15577,     17635,     29700,     43694,         4
     21378,      7701,     35782,      6707,     18524,      1987,     21986,     49889,     48645,     24376,     26517,     38056,         4
      6118,      1196,     47678,     39748,     31949,     37918,     20373,     28055,      3818,      5650,     46346,     16528,         4
     29056,     26407,     13067,     42845,      9752,     43058,     36807,     47513,     34410,      7331,     33805,     46298,         4
     29776,     42130,     23802,     21748,      3249,     46212,     34459,      3761,      9787,     14235,      2752,     34820,         4
     42009,     18764,     35002,     27677,     47010,     34109,     23924,     48651,      1748,     31906,     22743,     26771,         4
     14882,     41821,     31629,     34514,     29450,     19337,     19140,     17210,      4518,     11393,      9379,     24416,         4
     17304,     42889,     35037,     15551,       452,     29753,     39328,     19559,     34197,     38876,      8131,     49503,         4
     22701,     39854,     11646,      5095,       975,     38478,     13365,     43796,     34485,      4733,     30140,     22263,         4
     44091,     12701,     45018,     13437,     44239,      3399,      6595,     11929,     39767,      9480,     35085,     37784,         4
      1238,     28163,     48314,     13089,      7645,     39935,     32035,     32425,     28249,     25304,     11471,     13449,         4
     15238,     14161,     12996,     49931,     41448,     36890,       106,     38774,      5988,      2330,      6184,     48207,         4
     11183,     46095,     46248,     45193,     48906,     24913,     10115,     48827,     32888,     10466,     22850,     40943,         4
     47354,     24518,     44757,     28337,     33248,     49873,     40232,     45672,     13727,      8507,     42571,       805,         4
      5295,     14508,     31370,     18989,     34462,     41361,     28421,     20399,     45154,     22024,     14220,      2214,         4
     14920,      4413,     47455,      6449,     46518,      9212,     23960,     41320,     30883,      7108,     14148,     49477,         4
     47930,     26359,     19792,     47877,     33608,     13254,     48183,     27226,     21782,      5909,     32681,     48581,         4
     44632,     14552,     49023,      9363,     26357,     38978,     10994,     36212,     11345,     23242,     17139,      3390,         4
     29620,     27189,     34530,      8798,     49554,      6962,     49029,     44709,      8924,       594,      4918,     19065,         4
       475,     10246,     28632,     18474,      6747,     16848,     39016,     37173,     22421,     47883,      1620,     43302,         4
     48315,      4814,     28929,      4699,     47260,      5418,     19563,     45548,     46072,     36427,      1687,     35044,         4
     29339,     21537,     29435,     30167,     26248,     28684,     45319,     35396,     12994,     47516,      8573,     35788,         4
     46117,      9359,     15438,     42135,     30871,     15771,       300,     26397,     33818,     18531,     10945,       779,         4
      5171,     32868,     16707,     16243,     27408,      6582,      4942,     30403,      5756,      8504,      5913,     29251,         4
     46510,     36618,     10435,     33098,     23372,      1992,     31595,     22067,      6210,     30781,     46054,     42136,         4
     23028,     10936,     43663,     40388,     20021,     17321,     39807,     47796,     47128,      2635,     25491,     36345,         4
       311,     42567,     30837,     37427,     11460,     24284,     25245,     34378,      4090,       788,     43794,     23465,         4
     27626,      7223,     12415,      6974,     16985,     46258,     24582,     46685,       421,     41566,     26545,       311,         4
     15379,     20162,     12110,     20654,      7440,     22828,     10029,     45484,      8816,     35409,     17428,     30573,         4
     21758,     28296,     48797,     17412,     14461,        32,      2681,     14446,     34246,     24904,     27058,     35026,         4
      6946,     25185,      6998,     45076,     10196,     11612,     10155,     44309,     13822,     15235,      3635,     25558,         4
      4171,     36987,      4993,      6516,     14690,      4342,     21504,     21762,     38598,      2126,     29192,     21048,         4
      4306,     17328,       417,      2816,     26502,      3900,      4384,     32035,     35400,     43247,     34022,      1784,         4
     13271,     40908,     32609,     15600,     24645,     22737,     15446,     18145,     17536,     48015,     29668,     14776,         4
     34018,     30488,     29205,     35657,     19880,      7422,     31058,     41467,     38031,     28718,     46084,     21198,         4
     47715,     10064,     34673,     22277,      5569,      7162,     14388,     20999,     42716,      3945,      6904,     20454,         4
     13976,     10905,     14032,     10551,     23054,     37651,      6814,     38835,     41750,     15026,      9186,     49831,         4
     20343,     45645,     41015,     27685,     22397,     43636,     13224,       907,     20291,     26212,     32627,     45901,         4
     18669,     13257,     23349,     44026,      6285,     23373,     34088,      4572,     28187,     14482,     20511,     32558,         4
      5830,     30983,     47239,     14774,      6428,     36341,     43239,     21137,     28996,     18692,     14243,       428,         4
     23589,      5255,       953,     36403,     35149,      5902,     10437,     19702,     22414,     39412,     33891,     21968,         4
      6355,     19494,     18841,     41982,     46524,      1757,     34025,     27982,     26280,     16409,     24996,     47889,         4
     25196,     13953,      6804,     21765,     45903,     28791,     32362,     28053,     28883,      4948,     30463,     31055,         4
     28599,      9907,     23622,     28529,     41382,      5813,     37889,      2630,     13273,     48085,     23194,     27501,         4
     29603,     26089,      3769,     30885,     34112,      2508,       700,     35245,     37775,      3800,      8314,     32263,         4
     15787,      8491,     34973,      1605,     27334,     26689,      4808,     24615,      1123,     34071,     35978,     24564,         4
      2768,     21966,     29947,     20190,     30504,     47757,     43159,     46165,      8379,     16127,     46008,     48271,         4
     16773,     32489,     34008,     36999,     23508,      8385,     39537,      1466,     32081,     34791,     36925,      1361,         4
      3821,     41755,     10522,     20796,     44700,     13708,     32339,     22589,     12619,      3890,     46116,     24610,         4
      7207,     32605,     27412,      7491,     45223,     41244,     13006,      2049,     48485,     19115,     44560,      8514,         4
      6615,      1156,     34519,      6912,     24055,     17444,     12464,     31667,      1608,     27200,     45035,     13028,         4
     14375,     38805,     10000,      8405,     35125,     22157,     28796,      5317,     15505,      3955,     36476,      8949,         4
     49048,      9899,       935,      3511,     44055,     19882,     27043,     39092,     36646,     27438,     22209,     43879,         4
     31153,     12586,     12252,     46288,     16754,      5538,     41725,     26868,      5983,     18878,     41353,     39720,         4
     27703,     39779,      4806,     34073,     31045,     49289,     44186,     35332,     45461,     47594,      2746,     44906,         4
     49196,     21416,     43782,     36184,      4851,     19945,     20074,     18587,     20772,      3833,     25978,     16858,         4
     15596,     29824,     41268,     48003,     21433,     32974,     29275,      9663,      7963,       836,     12489,     14644,         4
     23885,     34981,     48370,      2078,     27669,     38704,     13004,     25797,     17504,     44809,     20762,     20549,         4
     33064,     42767,     22080,      8880,      6659,     27705,     41215,     38296,     33504,      6595,      7520,     21514,         4
     33556,       967,     33208,     43763,     20197,     47533,     35136,      7704,     35566,     46455,     11839,     32945,         4
     48006,     25180,     14528,      6945,     14300,     16368,     32982,     32027,     12632,       862,     16389,     44896,         4
      7100,     22220,     49633,     14224,     49895,     26584,     11832,      4849,     37484,     47479,      3828,     35284,         4
     14949,     28999,      4343,     44305,     34512,     26877,       575,      4076,     22109,     20364,     28383,      2179,         4
