     26269,     46207,     19375,      9629,     27135,     16052,      2258,     30025,     30278,     36847,     45321,     17131,         4
     35267,     15598,     39272,     20792,     41258,     49748,     18485,      7461,     25240,     27201,     37846,     49213,         4
     27875,        51,     22460,      8010,     12460,     44683,     30552,     45093,     11625,     13474,     39129,     36319,         4
     20083,     46916,     43954,     12803,     35471,     29499,     13231,     36296,     34984,      2033,     27637,     18797,         4
     27042,      5895,     10813,     31527,     10811,     43806,     35232,     49883,     44001,     12191,     18034,     10650,         4
     27858,     34187,     48476,     27007,     23095,     34085,     26978,     41045,     30039,     35707,     16288,     24326,         4
     20281,     14370,      8142,     46342,     39676,     30619,     42206,     40500,     37182,     46519,     19008,     13261,         4
     27780,     13798,     30788,      9857,     32706,     18508,     14956,     18402,     10714,     18042,      5748,      1861,         4
      9983,     28031,      1600,      3020,     37431,     13480,      7764,     35506,     26402,     29979,      7608,     39143,         4
     26542,      4869,     48683,     33361,     43653,     49848,     35907,     43449,      8200,     17677,     33342,     26870,         4
     49563,      2415,     26474,     12978,     43132,     43723,     27669,     16686,      5328,     44686,      9178,     38617,         4
     47381,     43283,     18214,     14615,      1746,     40942,     24252,     21873,     38347,     22978,     13733,     22544,         4
     24494,      3971,      8599,      8974,     17761,      9228,     41381,     47004,     42695,      9456,      2980,     40328,         4
     43547,     15213,      8876,     47754,     38009,     39027,     15280,     32150,      4116,     28851,     44948,      3951,         4
     14181,     18319,     14497,      3156,     34000,     36733,     44275,     39784,     34111,     40023,      6309,     40838,         4
     28496,     36652,     21640,     29382,     41778,     33135,      5382,      7178,     11414,     23555,      8128,     18569,         4
     31065,     44937,     35639,     29248,     28708,     12061,     27562,      4973,     33284,     41307,     34535,     32591,         4
     22761,     44945,     38720,     31266,     18562,      9857,     39981,     10971,     46728,     28743,      1543,     43679,         4
     41868,     11268,      7111,     33905,     20754,     34627,      4160,     13164,     47289,     32143,     48290,     46542,         4
     17180,     15709,     30050,     36265,     33456,      7962,     38229,        38,     39576,      9455,      4230,     19497,         4
     19517,     35052,     28180,      8327,     15283,     34539,     16999,     13549,       303,       205,      5478,     32586,         4
      8783,     48694,     28996,      8767,     29846,     36005,     25364,     31783,     25642,     44590,     24283,     12008,         4
     21912,     48617,     24234,       636,       679,     44437,     14266,     34044,       377,     37961,      4016,      8620,         4
     35122,     29069,     33026,     36000,     35910,      4048,     14249,     20440,     40763,     47818,     17035,     35902,         4
     34934,     15534,     46673,     27353,     24196,     21543,     29681,     33188,     28046,      5023,     49273,     33559,         4
     45914,     40965,       848,     25723,     24453,     23764,     36079,     31409,     37172,      3522,     24362,     15422,         4
       318,     15425,     41463,     32895,     31691,     25314,      8389,     33057,      4765,      3012,     44056,      7213,         4
     40499,      7330,     20143,     15397,     11660,     27899,      4170,      9933,     23144,     16773,     11201,     31234,         4
      7798,     27292,     47588,       903,     42929,      7183,     26998,     40080,     26799,     49953,     23794,     44118,         4
     38520,     20889,     28784,     12064,     25631,     31703,     48323,     18843,      2693,     16130,      7492,     12154,         4
     13127,     11653,      5569,      7684,     14794,     47431,     21596,     36915,     39113,     47003,     47429,      8882,         4
     20427,       842,     33611,     12450,     17971,     12555,     40165,      2855,     47394,      2157,     17667,     23344,         4
     35245,      5775,     29171,     38496,     25502,     28302,      3201,     26746,     10149,     11969,     39134,     24331,         4
     20469,     26306,     10840,      8208,     19373,      4572,     45453,     23862,     44467,     10236,     10230,     19215,         4
      4945,     43821,     31951,     43431,     15618,     23493,     25882,     22344,      7705,     29493,     43208,     28450,         4
     14616,     17303,     23598,     42216,     38258,     36678,     25253,     37474,      1056,     16702,     18868,      3231,         4
     23189,     45313,     29845,     40876,      9473,     30883,     30324,     19561,     25353,     21034,      3994,     13615,         4
     42877,     20654,     12439,     36790,     18141,     20030,     43854,     26174,        13,     28585,     20674,     48550,         4
     20274,      4107,     31891,     38252,     17654,     39724,     14519,     46336,     46777,     39175,     42310,     24159,         4
     15444,     20887,      5661,     40210,      1204,     48387,     48976,     49781,     27734,     16584,     29100,      2852,         4
     19972,     44192,     41848,     36681,     19303,     33149,     35082,     42831,     38026,      4861,     17061,     33854,         4
     29233,     47327,     21258,     48163,       113,     44808,       116,     27913,     31308,     33587,      9142,     43790,         4
     46265,     28146,      5779,     15238,     48996,     34165,     10250,      3310,        30,     31088,     22722,     47997,         4
     41168,     39903,     31389,     14501,     11606,     20882,     36202,     38732,     10845,     40831,      7251,     42308,         4
      2372,     38844,     11420,     42349,     34127,      4170,     47293,      1126,     19646,      8746,     28429,     28945,         4
     37482,      1249,     11825,     36426,      4753,     32158,     22244,     21309,      9771,     16047,     15929,       553,         4
     32240,      7671,      8229,     36616,     32431,     49258,     35872,     35591,     15971,     41275,      7864,     23779,         4
     49352,     30148,     34080,     42649,     49812,     36339,     47194,     45937,     35263,        19,     10720,      1420,         4
     17861,     46605,     46686,     28954,     21900,      4918,     26631,     35029,       351,     10818,     21179,     45118,         4
     49480,     19802,     15980,      4263,     42282,     20247,     49433,     49402,     31678,     37696,     27927,     22665,         4
      5648,     41017,     21135,     19950,       949,     13630,      1739,     45484,     28528,     26703,     22335,      6147,         4
     34598,      5595,     32546,     40243,     46673,     49652,      6512,     10389,     49348,      4217,     14639,     12734,         4
     49798,     15489,     39863,     12139,     29371,     28742,     13319,     46357,      3294,     33134,     43452,     13866,         4
     45388,     46270,     12865,     10427,     31774,     31116,     20462,      6438,     49652,     13682,      7783,     21011,         4
     47174,     11631,     49992,     33041,     19824,     23107,     30152,     42559,     42068,     24051,      1240,     40306,         4
     26724,     48199,     21552,     21588,     21485,     18247,     28164,     21105,     42169,      9837,     21107,     39331,         4
     12906,     14359,     30420,      4498,     29091,     43151,     23119,     20984,     13164,     13019,     44136,      8022,         4
     41252,     14746,     23730,     37943,     34227,     28914,     18231,     46441,     46129,     43563,     18506,     20157,         4
      8828,     46686,      2993,     23198,     22091,     19836,     36874,      2701,     15120,     18760,     48720,     31966,         4
     46718,     27780,     27432,     45691,      3126,     12717,     27130,     14079,     13353,     48234,     46459,     27377,         4
     30574,     12582,      5522,     39791,      1771,      3523,      2436,     42277,      3744,     31285,      9259,     42198,         4
      1669,     18682,     41043,      5122,     38363,     40180,     21936,     19572,      6060,      2681,     15892,     16961,         4
     36825,     16059,     43162,     49416,     14583,     39394,     28127,     35524,     11062,      3969,     25446,     17122,         4
     19980,       516,     31886,      6324,     38100,     30186,      4167,      8993,     47731,     39665,     15631,     20940,         4
     31915,      2798,     44002,      9458,     44910,      4427,     44522,     25376,     21739,     10110,      1910,      2079,         4
      6936,     25371,     48663,     43617,     23827,      5214,     25670,     13243,     36381,     20814,     44093,     17183,         4
     27606,      5582,     24187,     25587,     33685,     18531,      6501,      2009,     35685,     21738,     19733,      7479,         4
     13567,     12608,      6775,     37060,     22790,     29780,     37581,     22605,     10025,     42373,     47512,      5733,         4
      4263,     38183,       972,     12181,     35854,      9153,      8925,     39694,     41557,     27907,     25923,      8268,         4
      5959,     25859,     19766,     49024,     31057,     32071,     22902,     47197,     21974,     33063,      3473,     23345,         4
     16996,     30348,     36226,     48766,     11159,     33060,     24833,     12582,     31719,     27447,      3115,      3152,         4
     48880,     47030,      3256,     37522,     37017,     11653,     41563,     13276,     16779,      7927,     15104,     31790,         4
     34317,      7437,     11183,     20000,     26809,     42995,     10217,      1248,     46013,     28772,     45909,      1931,         4
